site_id,month,days_ar,denial_rate
S051,2024-06-01,29.12,5.32
S051,2024-07-01,33.17,4.5
S051,2024-08-01,31.23,5.0
S051,2024-09-01,30.58,4.58
S051,2024-10-01,32.48,4.74
S051,2024-11-01,29.47,4.36
S051,2024-12-01,34.58,5.31
S052,2019-01-01,26.32,5.76
S052,2019-02-01,26.13,5.68
S052,2019-03-01,26.54,5.41
S052,2019-04-01,25.82,5.91
S052,2019-05-01,27.1,5.88
S052,2019-06-01,26.38,6.15
S052,2019-07-01,25.78,5.73
S052,2019-08-01,23.48,5.19
S052,2019-09-01,24.3,5.95
S052,2019-10-01,23.97,6.06
S052,2019-11-01,21.9,5.25
S052,2019-12-01,26.47,5.82
S052,2020-01-01,28.16,5.89
S052,2020-02-01,25.62,5.94
S052,2020-03-01,24.89,5.7
S052,2020-04-01,28.38,6.26
S052,2020-05-01,26.73,5.38
S052,2020-06-01,24.65,5.38
S052,2020-07-01,25.95,5.42
S052,2020-08-01,21.83,5.49
S052,2020-09-01,22.23,5.89
S052,2020-10-01,22.36,5.06
S052,2020-11-01,20.96,5.58
S052,2020-12-01,24.35,5.31
S052,2021-01-01,27.97,6.09
S052,2021-02-01,26.88,6.41
S052,2021-03-01,28.18,5.8
S052,2021-04-01,25.36,6.25
S052,2021-05-01,26.78,5.94
S052,2021-06-01,23.92,5.92
S052,2021-07-01,23.06,5.56
S052,2021-08-01,25.63,5.28
S052,2021-09-01,20.83,5.13
S052,2021-10-01,24.95,5.56
S052,2021-11-01,24.0,5.44
S052,2021-12-01,25.92,5.49
S052,2022-01-01,26.65,5.67
S052,2022-02-01,25.57,5.81
S052,2022-03-01,26.63,6.03
S052,2022-04-01,27.27,4.9
S052,2022-05-01,24.98,5.78
S052,2022-06-01,27.45,5.42
S052,2022-07-01,24.43,6.04
S052,2022-08-01,21.49,5.6
S052,2022-09-01,21.99,5.29
S052,2022-10-01,22.25,5.26
S052,2022-11-01,28.27,5.85
S052,2022-12-01,26.84,5.89
S052,2023-01-01,23.78,6.01
S052,2023-02-01,28.53,5.75
S052,2023-03-01,28.64,6.25
S052,2023-04-01,29.7,5.88
S052,2023-05-01,24.54,5.78
S052,2023-06-01,27.34,5.19
S052,2023-07-01,21.09,5.62
S052,2023-08-01,22.79,5.49
S052,2023-09-01,24.61,5.28
S052,2023-10-01,20.65,6.1
S052,2023-11-01,22.69,5.27
S052,2023-12-01,26.84,5.63
S052,2024-01-01,26.09,6.04
S052,2024-02-01,29.43,5.65
S052,2024-03-01,30.35,5.15
S052,2024-04-01,28.94,5.5
S052,2024-05-01,29.13,5.68
S052,2024-06-01,25.06,5.69
S052,2024-07-01,26.41,5.53
S052,2024-08-01,22.79,5.09
S052,2024-09-01,24.06,5.18
S052,2024-10-01,25.46,4.63
S052,2024-11-01,25.57,5.25
S052,2024-12-01,24.81,5.27
S053,2019-01-01,38.01,4.63
S053,2019-02-01,38.02,5.55
S053,2019-03-01,40.13,5.61
S053,2019-04-01,38.74,6.28
S053,2019-05-01,39.83,5.98
S053,2019-06-01,36.59,5.72
S053,2019-07-01,35.98,5.35
S053,2019-08-01,36.22,5.12
S053,2019-09-01,37.57,5.21
S053,2019-10-01,36.53,5.73
S053,2019-11-01,37.88,4.98
S053,2019-12-01,38.0,5.81
S053,2020-01-01,39.67,5.37
S053,2020-02-01,38.08,6.11
S053,2020-03-01,38.19,5.77
S053,2020-04-01,41.43,5.8
S053,2020-05-01,37.24,5.44
S053,2020-06-01,37.83,5.16
S053,2020-07-01,35.96,5.51
S053,2020-08-01,37.55,5.5
S053,2020-09-01,34.26,5.61
S053,2020-10-01,35.15,4.92
S053,2020-11-01,36.08,5.84
S053,2020-12-01,37.58,5.56
S053,2021-01-01,40.79,5.28
S053,2021-02-01,37.14,5.33
S053,2021-03-01,39.89,5.91
S053,2021-04-01,41.38,5.89
S053,2021-05-01,37.73,5.71
S053,2021-06-01,37.51,5.05
S053,2021-07-01,40.4,5.56
S053,2021-08-01,35.92,5.48
S053,2021-09-01,36.4,5.21
S053,2021-10-01,34.66,5.48
S053,2021-11-01,36.91,5.16
S053,2021-12-01,38.58,5.89
S053,2022-01-01,38.55,6.37
S053,2022-02-01,38.22,6.16
S053,2022-03-01,39.67,5.89
S053,2022-04-01,38.27,6.1
S053,2022-05-01,36.02,6.65
S053,2022-06-01,34.34,5.42
S053,2022-07-01,37.43,5.87
S053,2022-08-01,33.18,5.73
S053,2022-09-01,36.66,5.5
S053,2022-10-01,38.62,5.03
S053,2022-11-01,36.5,6.01
S053,2022-12-01,37.79,5.75
S053,2023-01-01,37.02,6.09
S053,2023-02-01,39.41,6.25
S053,2023-03-01,40.01,5.8
S053,2023-04-01,37.84,5.78
S053,2023-05-01,36.88,6.26
S053,2023-06-01,36.62,6.59
S053,2023-07-01,35.74,5.67
S053,2023-08-01,34.88,5.36
S053,2023-09-01,34.37,5.84
S053,2023-10-01,35.77,5.06
S053,2023-11-01,34.95,5.27
S053,2023-12-01,37.45,5.91
S053,2024-01-01,36.32,5.61
S053,2024-02-01,39.28,5.27
S053,2024-03-01,34.03,4.65
S053,2024-04-01,33.81,4.87
S053,2024-05-01,34.04,4.54
S053,2024-06-01,33.92,5.07
S053,2024-07-01,34.74,3.83
S053,2024-08-01,32.41,4.24
S053,2024-09-01,31.51,4.13
S053,2024-10-01,31.72,4.34
S053,2024-11-01,31.41,4.14
S053,2024-12-01,32.6,4.62
S054,2019-01-01,40.14,8.56
S054,2019-02-01,39.23,8.5
S054,2019-03-01,41.69,8.8
S054,2019-04-01,39.89,8.35
S054,2019-05-01,39.53,7.96
S054,2019-06-01,37.95,8.38
S054,2019-07-01,38.2,7.92
S054,2019-08-01,36.84,7.64
S054,2019-09-01,37.3,7.83
S054,2019-10-01,36.1,7.78
S054,2019-11-01,37.15,7.87
S054,2019-12-01,39.23,8.03
S054,2020-01-01,41.63,8.74
S054,2020-02-01,38.64,8.43
S054,2020-03-01,39.27,8.35
S054,2020-04-01,42.98,8.32
S054,2020-05-01,39.78,8.46
S054,2020-06-01,36.74,7.9
S054,2020-07-01,35.43,7.74
S054,2020-08-01,32.23,8.06
S054,2020-09-01,39.32,7.9
S054,2020-10-01,34.38,7.7
S054,2020-11-01,36.55,7.7
S054,2020-12-01,39.53,8.4
S054,2021-01-01,37.51,8.52
S054,2021-02-01,42.26,8.98
S054,2021-03-01,44.54,8.18
S054,2021-04-01,44.21,8.31
S054,2021-05-01,38.35,8.4
S054,2021-06-01,37.37,8.27
S054,2021-07-01,35.26,7.93
S054,2021-08-01,38.44,7.88
S054,2021-09-01,36.45,7.99
S054,2021-10-01,38.27,7.4
S054,2021-11-01,38.12,7.92
S054,2021-12-01,37.61,8.72
S054,2022-01-01,36.57,8.25
S054,2022-02-01,36.19,8.5
S054,2022-03-01,41.36,8.67
S054,2022-04-01,37.08,8.52
S054,2022-05-01,36.13,8.22
S054,2022-06-01,37.94,8.05
S054,2022-07-01,38.03,8.23
S054,2022-08-01,35.76,8.06
S054,2022-09-01,36.52,8.34
S054,2022-10-01,36.13,8.31
S054,2022-11-01,36.04,8.42
S054,2022-12-01,36.85,8.4
S054,2023-01-01,37.95,8.42
S054,2023-02-01,38.06,8.8
S054,2023-03-01,41.33,9.05
S054,2023-04-01,37.21,9.05
S054,2023-05-01,37.88,8.73
S054,2023-06-01,36.0,8.45
S054,2023-07-01,36.83,7.81
S054,2023-08-01,36.54,8.55
S054,2023-09-01,35.1,8.51
S054,2023-10-01,35.34,8.4
S054,2023-11-01,33.03,8.98
S054,2023-12-01,39.6,8.32
S054,2024-01-01,35.4,8.64
S054,2024-02-01,36.93,8.8
S054,2024-03-01,39.98,8.42
S054,2024-04-01,40.77,8.9
S054,2024-05-01,39.82,8.56
S054,2024-06-01,35.24,8.7
S054,2024-07-01,35.96,7.84
S054,2024-08-01,37.66,8.77
S054,2024-09-01,35.3,8.75
S054,2024-10-01,35.77,8.03
S054,2024-11-01,35.42,8.74
S054,2024-12-01,36.19,8.62
S055,2019-01-01,18.82,5.52
S055,2019-02-01,21.94,5.65
S055,2019-03-01,20.05,6.14
S055,2019-04-01,22.79,5.96
S055,2019-05-01,18.68,5.5
S055,2019-06-01,18.78,5.6
S055,2019-07-01,16.18,5.57
S055,2019-08-01,17.05,4.73
S055,2019-09-01,15.27,5.05
S055,2019-10-01,16.82,5.81
S055,2019-11-01,18.02,5.1
S055,2019-12-01,18.99,5.4
S055,2020-01-01,20.15,5.83
S055,2020-02-01,22.2,5.76
S055,2020-03-01,23.12,6.08
S055,2020-04-01,19.33,6.43
S055,2020-05-01,20.15,5.4
S055,2020-06-01,21.14,6.13
S055,2020-07-01,17.61,5.2
S055,2020-08-01,16.67,5.46
S055,2020-09-01,18.58,5.37
S055,2020-10-01,17.08,5.69
S055,2020-11-01,17.19,5.66
S055,2020-12-01,18.23,5.63
S055,2021-01-01,19.49,5.64
S055,2021-02-01,19.82,6.17
S055,2021-03-01,19.56,5.58
S055,2021-04-01,23.57,6.06
S055,2021-05-01,16.08,5.48
S055,2021-06-01,15.94,5.22
S055,2021-07-01,15.0,5.31
S055,2021-08-01,15.21,5.26
S055,2021-09-01,15.0,5.23
S055,2021-10-01,16.3,5.69
S055,2021-11-01,19.78,5.59
S055,2021-12-01,18.17,6.1
S055,2022-01-01,17.33,5.23
S055,2022-02-01,20.27,6.44
S055,2022-03-01,20.36,5.75
S055,2022-04-01,18.23,6.05
S055,2022-05-01,21.09,5.89
S055,2022-06-01,17.71,5.29
S055,2022-07-01,15.72,5.38
S055,2022-08-01,15.31,4.89
S055,2022-09-01,16.02,5.06
S055,2022-10-01,16.12,5.38
S055,2022-11-01,17.78,5.27
S055,2022-12-01,18.93,5.21
S055,2023-01-01,19.82,5.7
S055,2023-02-01,18.14,6.06
S055,2023-03-01,19.34,5.83
S055,2023-04-01,22.14,6.04
S055,2023-05-01,19.71,5.54
S055,2023-06-01,20.08,5.71
S055,2023-07-01,16.73,5.11
S055,2023-08-01,15.0,5.29
S055,2023-09-01,16.53,5.54
S055,2023-10-01,17.47,5.64
S055,2023-11-01,16.61,5.69
S055,2023-12-01,17.87,5.74
S055,2024-01-01,17.47,5.72
S055,2024-02-01,17.41,5.68
S055,2024-03-01,21.32,5.65
S055,2024-04-01,18.82,6.02
S055,2024-05-01,19.5,5.51
S055,2024-06-01,18.72,6.29
S055,2024-07-01,19.39,5.7
S055,2024-08-01,17.25,5.36
S055,2024-09-01,15.0,5.06
S055,2024-10-01,15.88,4.75
S055,2024-11-01,15.59,4.82
S055,2024-12-01,18.27,5.81
S056,2019-01-01,22.08,4.9
S056,2019-02-01,19.71,4.31
S056,2019-03-01,18.79,4.55
S056,2019-04-01,19.82,4.84
S056,2019-05-01,18.9,4.88
S056,2019-06-01,19.07,4.63
S056,2019-07-01,20.13,4.13
S056,2019-08-01,18.32,4.37
S056,2019-09-01,16.92,4.6
S056,2019-10-01,19.01,4.09
S056,2019-11-01,18.15,4.56
S056,2019-12-01,19.01,4.81
S056,2020-01-01,20.84,5.33
S056,2020-02-01,18.86,4.85
S056,2020-03-01,20.06,5.11
S056,2020-04-01,18.73,4.99
S056,2020-05-01,19.48,4.56
S056,2020-06-01,17.25,4.49
S056,2020-07-01,20.05,4.47
S056,2020-08-01,18.63,4.87
S056,2020-09-01,17.82,4.16
S056,2020-10-01,18.39,4.21
S056,2020-11-01,17.66,4.02
S056,2020-12-01,20.81,4.51
S056,2021-01-01,20.69,4.47
S056,2021-02-01,21.81,4.66
S056,2021-03-01,21.21,5.19
S056,2021-04-01,22.34,4.88
S056,2021-05-01,17.77,5.68
S056,2021-06-01,22.04,4.85
S056,2021-07-01,17.29,4.45
S056,2021-08-01,16.87,4.75
S056,2021-09-01,17.81,4.09
S056,2021-10-01,16.98,4.71
S056,2021-11-01,20.82,4.94
S056,2021-12-01,20.56,4.55
S056,2022-01-01,15.56,4.87
S056,2022-02-01,21.15,4.93
S056,2022-03-01,21.5,4.53
S056,2022-04-01,21.99,5.08
S056,2022-05-01,21.44,5.06
S056,2022-06-01,20.33,4.51
S056,2022-07-01,18.31,4.51
S056,2022-08-01,17.85,4.67
S056,2022-09-01,18.39,4.95
S056,2022-10-01,21.0,4.39
S056,2022-11-01,15.0,4.85
S056,2022-12-01,18.61,4.39
S056,2023-01-01,19.82,4.65
S056,2023-02-01,22.07,4.42
S056,2023-03-01,19.8,5.03
S056,2023-04-01,22.09,5.08
S056,2023-05-01,19.24,4.49
S056,2023-06-01,18.66,4.7
S056,2023-07-01,20.65,3.87
S056,2023-08-01,17.36,3.97
S056,2023-09-01,15.0,4.62
S056,2023-10-01,18.51,4.5
S056,2023-11-01,19.8,4.34
S056,2023-12-01,18.77,5.29
S056,2024-01-01,20.05,5.0
S056,2024-02-01,21.16,4.34
S056,2024-03-01,18.35,4.76
S056,2024-04-01,22.74,5.13
S056,2024-05-01,21.79,4.48
S056,2024-06-01,21.84,4.34
S056,2024-07-01,18.74,4.48
S056,2024-08-01,17.43,4.77
S056,2024-09-01,16.36,3.92
S056,2024-10-01,17.72,4.25
S056,2024-11-01,23.49,4.68
S056,2024-12-01,18.81,4.31
S057,2019-01-01,23.52,5.34
S057,2019-02-01,27.24,6.19
S057,2019-03-01,29.02,5.87
S057,2019-04-01,26.58,5.84
S057,2019-05-01,25.56,6.16
S057,2019-06-01,25.05,5.47
S057,2019-07-01,21.01,5.29
S057,2019-08-01,24.86,4.92
S057,2019-09-01,22.21,5.44
S057,2019-10-01,21.39,5.56
S057,2019-11-01,23.54,5.23
S057,2019-12-01,23.65,5.61
S057,2020-01-01,30.03,5.88
S057,2020-02-01,25.77,6.1
S057,2020-03-01,26.86,6.21
S057,2020-04-01,28.28,4.88
S057,2020-05-01,24.83,5.93
S057,2020-06-01,25.56,5.19
S057,2020-07-01,23.39,4.78
S057,2020-08-01,23.47,5.9
S057,2020-09-01,24.54,5.86
S057,2020-10-01,24.93,5.55
S057,2020-11-01,27.3,5.46
S057,2020-12-01,25.06,5.81
S057,2021-01-01,28.52,5.5
S057,2021-02-01,25.99,5.8
S057,2021-03-01,28.58,6.04
S057,2021-04-01,24.93,6.33
S057,2021-05-01,25.38,5.57
S057,2021-06-01,23.98,6.31
S057,2021-07-01,24.7,5.09
S057,2021-08-01,24.9,5.47
S057,2021-09-01,23.06,5.45
S057,2021-10-01,22.37,5.09
S057,2021-11-01,21.32,4.95
S057,2021-12-01,28.05,5.99
S057,2022-01-01,26.44,6.15
S057,2022-02-01,26.83,5.69
S057,2022-03-01,27.42,5.76
S057,2022-04-01,26.75,6.1
S057,2022-05-01,26.56,5.86
S057,2022-06-01,31.92,6.47
S057,2022-07-01,27.92,5.79
S057,2022-08-01,28.86,6.04
S057,2022-09-01,28.5,6.04
S057,2022-10-01,32.51,5.69
S057,2022-11-01,26.39,6.3
S057,2022-12-01,29.81,6.44
S057,2023-01-01,32.25,6.88
S057,2023-02-01,29.84,6.44
S057,2023-03-01,33.01,6.88
S057,2023-04-01,35.39,6.9
S057,2023-05-01,31.29,6.23
S057,2023-06-01,29.52,6.17
S057,2023-07-01,30.35,6.28
S057,2023-08-01,26.65,5.96
S057,2023-09-01,29.69,6.15
S057,2023-10-01,29.49,6.2
S057,2023-11-01,31.81,6.27
S057,2023-12-01,29.79,6.07
S057,2024-01-01,31.75,5.77
S057,2024-02-01,31.83,6.55
S057,2024-03-01,30.32,6.37
S057,2024-04-01,33.32,6.68
S057,2024-05-01,31.52,6.59
S057,2024-06-01,30.51,6.72
S057,2024-07-01,29.56,5.76
S057,2024-08-01,31.08,6.2
S057,2024-09-01,27.49,5.67
S057,2024-10-01,29.23,6.05
S057,2024-11-01,31.73,6.09
S057,2024-12-01,29.12,6.62
S058,2019-01-01,26.4,7.24
S058,2019-02-01,26.76,7.29
S058,2019-03-01,26.36,7.69
S058,2019-04-01,26.68,7.25
S058,2019-05-01,27.04,6.48
S058,2019-06-01,27.09,6.53
S058,2019-07-01,22.07,6.88
S058,2019-08-01,22.06,7.08
S058,2019-09-01,20.43,6.82
S058,2019-10-01,21.41,6.87
S058,2019-11-01,22.92,6.92
S058,2019-12-01,23.19,6.88
S058,2020-01-01,25.44,7.47
S058,2020-02-01,24.85,7.04
S058,2020-03-01,26.93,7.33
S058,2020-04-01,26.99,7.03
S058,2020-05-01,22.34,7.03
S058,2020-06-01,22.86,7.01
S058,2020-07-01,22.06,7.11
S058,2020-08-01,21.85,6.82
S058,2020-09-01,20.14,6.4
S058,2020-10-01,20.14,6.53
S058,2020-11-01,19.71,6.91
S058,2020-12-01,21.55,6.25
S058,2021-01-01,23.19,6.53
S058,2021-02-01,24.64,7.56
S058,2021-03-01,22.73,7.04
S058,2021-04-01,21.0,7.04
S058,2021-05-01,21.58,6.6
S058,2021-06-01,20.25,6.86
S058,2021-07-01,22.42,6.5
S058,2021-08-01,18.88,6.86
S058,2021-09-01,18.78,5.69
S058,2021-10-01,20.86,6.05
S058,2021-11-01,22.39,6.38
S058,2021-12-01,22.81,7.06
S058,2022-01-01,21.09,6.62
S058,2022-02-01,23.52,7.36
S058,2022-03-01,22.92,6.76
S058,2022-04-01,24.35,6.73
S058,2022-05-01,23.13,6.32
S058,2022-06-01,25.23,6.24
S058,2022-07-01,20.42,6.48
S058,2022-08-01,23.04,5.98
S058,2022-09-01,22.88,6.57
S058,2022-10-01,20.8,6.08
S058,2022-11-01,21.76,6.27
S058,2022-12-01,23.81,6.35
S058,2023-01-01,22.74,6.62
S058,2023-02-01,22.16,7.12
S058,2023-03-01,24.71,7.3
S058,2023-04-01,20.97,7.22
S058,2023-05-01,26.66,6.65
S058,2023-06-01,24.75,6.56
S058,2023-07-01,18.85,6.4
S058,2023-08-01,21.75,6.13
S058,2023-09-01,19.01,6.52
S058,2023-10-01,20.18,6.56
S058,2023-11-01,23.93,6.89
S058,2023-12-01,23.92,6.96
S058,2024-01-01,24.18,7.43
S058,2024-02-01,25.35,7.49
S058,2024-03-01,26.22,7.25
S058,2024-04-01,25.56,6.85
S058,2024-05-01,22.95,6.73
S058,2024-06-01,24.08,6.96
S058,2024-07-01,25.08,6.61
S058,2024-08-01,21.51,6.2
S058,2024-09-01,23.29,7.01
S058,2024-10-01,24.74,6.84
S058,2024-11-01,24.53,7.25
S058,2024-12-01,25.07,7.09
S059,2019-01-01,33.11,5.61
S059,2019-02-01,33.3,6.12
S059,2019-03-01,34.69,6.74
S059,2019-04-01,34.45,6.48
S059,2019-05-01,32.94,5.92
S059,2019-06-01,30.6,5.64
S059,2019-07-01,32.39,5.72
S059,2019-08-01,32.28,5.66
S059,2019-09-01,30.07,6.21
S059,2019-10-01,30.72,5.95
S059,2019-11-01,30.99,5.93
S059,2019-12-01,33.99,5.93
S059,2020-01-01,30.06,6.02
S059,2020-02-01,37.05,6.03
S059,2020-03-01,36.14,5.4
S059,2020-04-01,34.13,6.0
S059,2020-05-01,35.09,6.13
S059,2020-06-01,33.26,5.74
S059,2020-07-01,32.5,5.17
S059,2020-08-01,28.36,5.48
S059,2020-09-01,31.74,5.13
S059,2020-10-01,29.32,5.54
S059,2020-11-01,32.08,5.63
S059,2020-12-01,36.27,4.97
S059,2021-01-01,33.43,5.7
S059,2021-02-01,37.39,5.38
S059,2021-03-01,38.38,5.96
S059,2021-04-01,35.06,5.82
S059,2021-05-01,33.82,6.08
S059,2021-06-01,31.87,5.72
S059,2021-07-01,31.9,5.24
S059,2021-08-01,35.62,5.48
S059,2021-09-01,32.4,5.66
S059,2021-10-01,29.61,5.88
S059,2021-11-01,28.71,5.23
S059,2021-12-01,32.79,5.79
S059,2022-01-01,34.8,5.71
S059,2022-02-01,35.19,5.58
S059,2022-03-01,33.23,6.13
S059,2022-04-01,36.25,6.35
S059,2022-05-01,33.29,5.97
S059,2022-06-01,33.05,5.97
S059,2022-07-01,34.01,5.53
S059,2022-08-01,31.23,5.64
S059,2022-09-01,32.45,5.11
S059,2022-10-01,29.75,5.27
S059,2022-11-01,34.75,5.81
S059,2022-12-01,31.81,5.26
S059,2023-01-01,36.39,5.42
S059,2023-02-01,35.97,5.69
S059,2023-03-01,37.9,5.68
S059,2023-04-01,36.92,5.93
S059,2023-05-01,34.85,5.17
S059,2023-06-01,30.17,5.55
S059,2023-07-01,32.85,5.13
S059,2023-08-01,30.11,5.52
S059,2023-09-01,32.32,5.27
S059,2023-10-01,32.91,5.0
S059,2023-11-01,31.94,5.96
S059,2023-12-01,33.58,5.65
S059,2024-01-01,37.94,5.35
S059,2024-02-01,36.4,6.37
S059,2024-03-01,34.99,6.17
S059,2024-04-01,33.74,5.67
S059,2024-05-01,35.05,6.0
S059,2024-06-01,35.16,6.09
S059,2024-07-01,32.37,5.82
S059,2024-08-01,31.23,5.63
S059,2024-09-01,31.79,5.45
S059,2024-10-01,32.38,4.87
S059,2024-11-01,31.79,5.79
S059,2024-12-01,31.94,6.15
S060,2019-01-01,18.21,5.51
S060,2019-02-01,15.95,5.93
S060,2019-03-01,20.96,5.6
S060,2019-04-01,18.4,5.58
S060,2019-05-01,17.7,5.37
S060,2019-06-01,15.85,5.53
S060,2019-07-01,18.42,4.69
S060,2019-08-01,15.0,4.64
S060,2019-09-01,16.29,4.78
S060,2019-10-01,15.0,5.19
S060,2019-11-01,17.52,5.31
S060,2019-12-01,16.21,5.38
S060,2020-01-01,19.02,5.15
S060,2020-02-01,17.47,5.38
S060,2020-03-01,16.15,5.46
S060,2020-04-01,19.29,5.69
S060,2020-05-01,17.87,5.45
S060,2020-06-01,16.69,5.02
S060,2020-07-01,15.0,5.17
S060,2020-08-01,15.0,5.09
S060,2020-09-01,15.0,4.84
S060,2020-10-01,18.91,5.27
S060,2020-11-01,15.52,5.04
S060,2020-12-01,15.22,5.22
S060,2021-01-01,17.34,4.84
S060,2021-02-01,15.28,5.33
S060,2021-03-01,18.21,5.49
S060,2021-04-01,19.85,5.07
S060,2021-05-01,15.77,5.86
S060,2021-06-01,16.1,5.52
S060,2021-07-01,17.98,4.9
S060,2021-08-01,15.0,4.92
S060,2021-09-01,15.0,4.86
S060,2021-10-01,15.49,5.16
S060,2021-11-01,15.83,4.99
S060,2021-12-01,15.0,5.64
S060,2022-01-01,16.16,5.5
S060,2022-02-01,17.88,5.96
S060,2022-03-01,19.36,5.17
S060,2022-04-01,15.85,5.69
S060,2022-05-01,16.8,5.27
S060,2022-06-01,17.42,5.31
S060,2022-07-01,15.0,5.34
S060,2022-08-01,15.0,5.47
S060,2022-09-01,15.0,5.15
S060,2022-10-01,16.32,4.58
S060,2022-11-01,15.0,5.45
S060,2022-12-01,17.64,5.21
S060,2023-01-01,15.8,5.69
S060,2023-02-01,19.41,5.17
S060,2023-03-01,16.1,5.63
S060,2023-04-01,18.58,5.43
S060,2023-05-01,17.92,5.19
S060,2023-06-01,15.0,5.13
S060,2023-07-01,15.0,5.02
S060,2023-08-01,15.0,4.45
S060,2023-09-01,15.0,5.23
S060,2023-10-01,16.05,5.35
S060,2023-11-01,15.0,4.76
S060,2023-12-01,16.65,5.45
S060,2024-01-01,17.5,4.8
S060,2024-02-01,16.33,5.51
S060,2024-03-01,18.63,5.79
S060,2024-04-01,17.85,5.62
S060,2024-05-01,17.03,5.61
S060,2024-06-01,16.37,5.28
S060,2024-07-01,15.0,5.13
S060,2024-08-01,15.0,5.08
S060,2024-09-01,15.0,5.36
S060,2024-10-01,15.0,4.8
S060,2024-11-01,20.07,5.18
S060,2024-12-01,18.12,5.84
S061,2019-01-01,16.55,0.79
S061,2019-02-01,15.93,1.09
S061,2019-03-01,16.05,1.59
S061,2019-04-01,17.57,1.26
S061,2019-05-01,15.0,0.75
S061,2019-06-01,16.91,1.19
S061,2019-07-01,15.0,1.08
S061,2019-08-01,15.0,0.66
S061,2019-09-01,15.0,0.49
S061,2019-10-01,15.0,0.79
S061,2019-11-01,15.0,1.06
S061,2019-12-01,17.58,0.78
S061,2020-01-01,15.0,0.56
S061,2020-02-01,16.28,1.07
S061,2020-03-01,17.09,1.35
S061,2020-04-01,15.0,0.73
S061,2020-05-01,16.22,1.2
S061,2020-06-01,15.0,0.51
S061,2020-07-01,15.0,1.24
S061,2020-08-01,15.0,0.5
S061,2020-09-01,15.0,0.3
S061,2020-10-01,15.0,0.77
S061,2020-11-01,15.0,0.77
S061,2020-12-01,15.47,0.91
S061,2021-01-01,15.36,0.79
S061,2021-02-01,23.17,2.29
S061,2021-03-01,19.36,2.42
S061,2021-04-01,23.79,2.37
S061,2021-05-01,24.2,2.51
S061,2021-06-01,21.1,2.19
S061,2021-07-01,19.49,2.0
S061,2021-08-01,18.4,2.13
S061,2021-09-01,17.19,1.61
S061,2021-10-01,17.17,2.58
S061,2021-11-01,20.39,2.17
S061,2021-12-01,19.0,2.42
S061,2022-01-01,21.42,2.44
S061,2022-02-01,20.86,2.54
S061,2022-03-01,21.95,2.3
S061,2022-04-01,23.42,2.03
S061,2022-05-01,22.44,2.58
S061,2022-06-01,19.27,1.98
S061,2022-07-01,19.26,2.16
S061,2022-08-01,18.63,2.1
S061,2022-09-01,21.23,1.78
S061,2022-10-01,16.29,2.22
S061,2022-11-01,22.12,2.2
S061,2022-12-01,18.96,2.19
S061,2023-01-01,19.91,2.57
S061,2023-02-01,20.3,2.4
S061,2023-03-01,21.08,2.57
S061,2023-04-01,21.77,2.54
S061,2023-05-01,21.62,2.08
S061,2023-06-01,21.53,2.21
S061,2023-07-01,18.11,2.75
S061,2023-08-01,19.57,1.92
S061,2023-09-01,20.71,2.48
S061,2023-10-01,18.64,2.07
S061,2023-11-01,18.11,2.03
S061,2023-12-01,20.29,2.28
S061,2024-01-01,22.09,2.55
S061,2024-02-01,22.68,2.13
S061,2024-03-01,21.18,2.37
S061,2024-04-01,21.9,2.8
S061,2024-05-01,19.85,2.27
S061,2024-06-01,22.02,2.14
S061,2024-07-01,20.28,2.04
S061,2024-08-01,19.24,1.9
S061,2024-09-01,19.59,1.47
S061,2024-10-01,18.31,2.06
S061,2024-11-01,20.39,2.53
S061,2024-12-01,20.0,2.67
S062,2019-01-01,18.45,3.27
S062,2019-02-01,21.4,2.71
S062,2019-03-01,20.9,3.01
S062,2019-04-01,21.11,2.92
S062,2019-05-01,18.98,3.29
S062,2019-06-01,18.29,2.97
S062,2019-07-01,17.1,3.08
S062,2019-08-01,15.69,2.28
S062,2019-09-01,18.73,2.29
S062,2019-10-01,19.11,2.73
S062,2019-11-01,17.21,2.03
S062,2019-12-01,18.41,2.76
S062,2020-01-01,21.19,3.35
S062,2020-02-01,19.15,3.23
S062,2020-03-01,21.59,3.35
S062,2020-04-01,20.92,2.4
S062,2020-05-01,19.21,2.53
S062,2020-06-01,18.14,3.02
S062,2020-07-01,17.9,2.92
S062,2020-08-01,17.22,2.08
S062,2020-09-01,15.0,2.47
S062,2020-10-01,16.39,2.17
S062,2020-11-01,15.0,2.36
S062,2020-12-01,18.15,2.93
S062,2021-01-01,19.72,3.36
S062,2021-02-01,18.62,3.25
S062,2021-03-01,20.51,3.23
S062,2021-04-01,19.52,3.31
S062,2021-05-01,19.88,2.67
S062,2021-06-01,18.42,2.65
S062,2021-07-01,18.17,2.22
S062,2021-08-01,16.66,2.58
S062,2021-09-01,16.49,2.83
S062,2021-10-01,17.87,2.46
S062,2021-11-01,17.77,2.66
S062,2021-12-01,19.05,2.18
S062,2022-01-01,18.99,2.43
S062,2022-02-01,22.09,2.97
S062,2022-03-01,20.15,3.29
S062,2022-04-01,20.81,2.65
S062,2022-05-01,19.33,2.77
S062,2022-06-01,15.82,2.52
S062,2022-07-01,17.17,2.54
S062,2022-08-01,15.0,1.88
S062,2022-09-01,15.0,1.51
S062,2022-10-01,15.0,1.3
S062,2022-11-01,15.0,1.54
S062,2022-12-01,15.0,1.97
S062,2023-01-01,16.86,2.16
